0.000000000000000000e+00,1.644100000000000000e+04,2.974300000000000000e+04,2.984800000000000000e+04,1.944400000000000000e+04,5.962000000000000000e+03,8.765000000000000000e+03,8.736000000000000000e+03,2.784900000000000000e+04,3.095000000000000000e+03,1.670000000000000000e+02,7.775000000000000000e+03,1.083400000000000000e+04,4.711000000000000000e+03,3.548300000000000000e+04,2.426000000000000000e+03,1.101800000000000000e+04,2.851000000000000000e+03,1.397800000000000000e+04,2.928400000000000000e+04,8.060000000000000000e+03,1.906100000000000000e+04,1.421000000000000000e+04,2.581600000000000000e+04,7.240000000000000000e+03,8.179000000000000000e+03,1.453200000000000000e+04,2.345100000000000000e+04,7.058000000000000000e+03,6.725000000000000000e+03,1.206000000000000000e+04,2.535800000000000000e+04,9.621000000000000000e+03,1.655200000000000000e+04,1.578800000000000000e+04,1.544300000000000000e+04,1.455500000000000000e+04,1.093300000000000000e+04,2.871400000000000000e+04,9.962000000000000000e+03,9.239000000000000000e+03,2.616000000000000000e+03,1.649900000000000000e+04,3.555500000000000000e+04,3.184000000000000000e+04,2.981400000000000000e+04,2.716900000000000000e+04,2.932300000000000000e+04,4.755000000000000000e+03,2.865200000000000000e+04
1.728800000000000000e+04,0.000000000000000000e+00,4.971300000000000000e+04,4.981800000000000000e+04,4.334800000000000000e+04,1.977200000000000000e+04,2.570700000000000000e+04,2.194400000000000000e+04,4.781900000000000000e+04,1.578200000000000000e+04,1.736700000000000000e+04,2.313900000000000000e+04,3.423700000000000000e+04,1.442200000000000000e+04,5.545300000000000000e+04,1.768000000000000000e+04,7.103000000000000000e+03,1.826400000000000000e+04,2.934200000000000000e+04,4.925400000000000000e+04,2.574300000000000000e+04,4.296500000000000000e+04,3.854800000000000000e+04,4.578600000000000000e+04,1.305400000000000000e+04,1.002700000000000000e+04,3.149200000000000000e+04,3.618900000000000000e+04,2.518600000000000000e+04,1.133400000000000000e+04,2.526900000000000000e+04,4.532800000000000000e+04,2.508400000000000000e+04,3.440800000000000000e+04,4.275900000000000000e+04,2.818700000000000000e+04,3.151400000000000000e+04,2.629800000000000000e+04,4.881700000000000000e+04,2.692500000000000000e+04,9.047000000000000000e+03,1.906500000000000000e+04,3.264100000000000000e+04,5.552500000000000000e+04,5.181000000000000000e+04,4.978400000000000000e+04,4.713900000000000000e+04,4.929400000000000000e+04,1.425700000000000000e+04,4.862200000000000000e+04
2.993900000000000000e+04,4.285300000000000000e+04,0.000000000000000000e+00,7.862000000000000000e+03,9.956000000000000000e+03,2.432700000000000000e+04,1.792900000000000000e+04,2.757700000000000000e+04,2.609000000000000000e+03,3.177600000000000000e+04,2.980300000000000000e+04,1.690500000000000000e+04,1.319100000000000000e+04,2.981500000000000000e+04,6.423000000000000000e+03,2.957300000000000000e+04,3.693000000000000000e+04,3.007900000000000000e+04,2.328600000000000000e+04,8.660000000000000000e+02,1.955300000000000000e+04,9.083000000000000000e+03,1.192700000000000000e+04,5.804000000000000000e+03,3.032900000000000000e+04,3.511400000000000000e+04,1.749000000000000000e+04,2.173700000000000000e+04,2.018600000000000000e+04,3.514900000000000000e+04,2.428800000000000000e+04,5.402000000000000000e+03,1.889400000000000000e+04,1.061000000000000000e+04,1.180700000000000000e+04,1.628700000000000000e+04,2.003200000000000000e+04,1.921200000000000000e+04,7.155000000000000000e+03,1.551800000000000000e+04,3.405300000000000000e+04,2.794200000000000000e+04,1.985100000000000000e+04,6.698000000000000000e+03,6.991000000000000000e+03,3.547000000000000000e+03,3.731000000000000000e+03,7.252000000000000000e+03,3.137200000000000000e+04,1.091000000000000000e+03
2.046200000000000000e+04,4.361900000000000000e+04,8.264000000000000000e+03,0.000000000000000000e+00,2.444000000000000000e+03,2.509300000000000000e+04,1.286800000000000000e+04,2.254300000000000000e+04,6.370000000000000000e+03,3.254200000000000000e+04,2.054100000000000000e+04,1.571900000000000000e+04,1.395700000000000000e+04,3.058100000000000000e+04,8.483000000000000000e+03,2.453800000000000000e+04,3.769500000000000000e+04,2.504400000000000000e+04,2.405100000000000000e+04,7.805000000000000000e+03,2.031800000000000000e+04,2.534000000000000000e+03,6.876000000000000000e+03,5.440000000000000000e+03,3.109500000000000000e+04,3.588000000000000000e+04,1.825600000000000000e+04,1.670200000000000000e+04,2.095200000000000000e+04,3.591500000000000000e+04,1.516500000000000000e+04,6.860000000000000000e+03,1.966000000000000000e+04,1.553300000000000000e+04,1.257200000000000000e+04,1.705300000000000000e+04,2.079700000000000000e+04,1.997800000000000000e+04,1.236700000000000000e+04,1.628300000000000000e+04,3.481900000000000000e+04,2.870700000000000000e+04,1.481600000000000000e+04,8.728000000000000000e+03,5.043000000000000000e+03,6.615000000000000000e+03,6.079000000000000000e+03,4.152000000000000000e+03,3.213700000000000000e+04,7.173000000000000000e+03
1.957200000000000000e+04,4.327900000000000000e+04,9.688000000000000000e+03,2.275000000000000000e+03,0.000000000000000000e+00,2.651700000000000000e+04,1.197800000000000000e+04,2.165300000000000000e+04,7.794000000000000000e+03,2.672100000000000000e+04,1.965100000000000000e+04,1.482900000000000000e+04,1.397800000000000000e+04,3.200500000000000000e+04,9.919000000000000000e+03,2.364800000000000000e+04,3.911900000000000000e+04,2.415400000000000000e+04,2.547500000000000000e+04,9.229000000000000000e+03,2.174300000000000000e+04,2.420000000000000000e+03,5.987000000000000000e+03,6.864000000000000000e+03,3.251900000000000000e+04,3.057600000000000000e+04,1.968000000000000000e+04,1.109800000000000000e+04,2.237600000000000000e+04,2.912200000000000000e+04,1.427600000000000000e+04,8.284000000000000000e+03,2.108400000000000000e+04,1.695700000000000000e+04,9.792000000000000000e+03,1.847700000000000000e+04,2.222100000000000000e+04,2.140200000000000000e+04,1.379100000000000000e+04,1.770700000000000000e+04,3.624300000000000000e+04,1.860500000000000000e+04,1.392700000000000000e+04,1.016300000000000000e+04,6.479000000000000000e+03,8.039000000000000000e+03,7.503000000000000000e+03,5.576000000000000000e+03,2.766000000000000000e+04,8.597000000000000000e+03
6.297000000000000000e+03,1.983200000000000000e+04,2.540500000000000000e+04,2.551000000000000000e+04,2.760400000000000000e+04,0.000000000000000000e+00,1.055500000000000000e+04,1.139900000000000000e+04,2.351100000000000000e+04,7.761000000000000000e+03,6.161000000000000000e+03,1.024600000000000000e+04,1.715500000000000000e+04,6.794000000000000000e+03,3.114500000000000000e+04,8.061000000000000000e+03,1.390800000000000000e+04,8.039000000000000000e+03,1.226000000000000000e+04,2.494600000000000000e+04,8.661000000000000000e+03,2.566100000000000000e+04,2.434200000000000000e+04,2.147700000000000000e+04,7.308000000000000000e+03,1.209300000000000000e+04,1.440900000000000000e+04,3.415200000000000000e+04,5.521000000000000000e+03,1.212700000000000000e+04,1.306300000000000000e+04,2.102000000000000000e+04,8.002000000000000000e+03,1.732600000000000000e+04,2.422200000000000000e+04,1.110500000000000000e+04,1.443200000000000000e+04,9.216000000000000000e+03,2.437500000000000000e+04,9.843000000000000000e+03,1.103200000000000000e+04,4.845000000000000000e+03,3.226700000000000000e+04,3.121700000000000000e+04,2.750200000000000000e+04,2.745900000000000000e+04,2.283100000000000000e+04,2.498500000000000000e+04,8.350000000000000000e+03,2.431400000000000000e+04
8.769000000000000000e+03,2.576700000000000000e+04,1.685300000000000000e+04,1.287700000000000000e+04,1.176500000000000000e+04,1.101800000000000000e+04,0.000000000000000000e+00,8.581000000000000000e+03,1.495900000000000000e+04,1.364900000000000000e+04,8.848000000000000000e+03,2.923000000000000000e+03,4.546000000000000000e+03,1.594100000000000000e+04,2.259300000000000000e+04,1.057700000000000000e+04,2.034300000000000000e+04,1.108300000000000000e+04,1.716800000000000000e+04,1.639400000000000000e+04,9.316000000000000000e+03,1.138200000000000000e+04,6.531000000000000000e+03,1.292600000000000000e+04,1.656600000000000000e+04,1.750400000000000000e+04,1.089800000000000000e+04,1.635700000000000000e+04,9.740000000000000000e+03,1.605000000000000000e+04,4.923000000000000000e+03,1.246800000000000000e+04,1.277600000000000000e+04,1.137000000000000000e+04,6.824000000000000000e+03,1.016900000000000000e+04,1.391400000000000000e+04,1.309400000000000000e+04,1.595700000000000000e+04,9.400000000000000000e+03,1.856500000000000000e+04,7.801000000000000000e+03,1.288500000000000000e+04,2.266500000000000000e+04,1.895000000000000000e+04,1.890700000000000000e+04,1.427900000000000000e+04,1.643400000000000000e+04,1.458900000000000000e+04,1.576200000000000000e+04
8.797000000000000000e+03,2.216400000000000000e+04,2.806800000000000000e+04,2.817300000000000000e+04,2.170300000000000000e+04,1.199900000000000000e+04,8.860000000000000000e+03,0.000000000000000000e+00,2.617400000000000000e+04,1.004700000000000000e+04,8.876000000000000000e+03,1.171000000000000000e+04,1.340600000000000000e+04,1.233800000000000000e+04,3.380800000000000000e+04,6.974000000000000000e+03,1.674100000000000000e+04,7.480000000000000000e+03,1.872900000000000000e+04,2.760900000000000000e+04,1.281200000000000000e+04,2.132000000000000000e+04,1.690300000000000000e+04,2.414100000000000000e+04,1.296300000000000000e+04,1.390200000000000000e+04,1.587500000000000000e+04,1.981300000000000000e+04,1.180900000000000000e+04,1.244800000000000000e+04,8.422000000000000000e+03,2.368300000000000000e+04,1.437300000000000000e+04,3.033900000000000000e+04,2.111400000000000000e+04,3.174600000000000000e+04,1.589800000000000000e+04,1.453400000000000000e+04,2.717200000000000000e+04,1.130500000000000000e+04,1.496200000000000000e+04,7.830000000000000000e+03,1.286000000000000000e+04,3.388000000000000000e+04,3.016500000000000000e+04,3.012200000000000000e+04,2.549400000000000000e+04,2.764800000000000000e+04,1.098600000000000000e+04,2.697700000000000000e+04
2.803500000000000000e+04,4.095000000000000000e+04,2.609000000000000000e+03,6.207000000000000000e+03,8.301000000000000000e+03,2.242400000000000000e+04,1.602500000000000000e+04,2.567400000000000000e+04,0.000000000000000000e+00,2.987200000000000000e+04,2.789900000000000000e+04,1.500100000000000000e+04,1.128700000000000000e+04,2.791200000000000000e+04,6.861000000000000000e+03,2.766900000000000000e+04,3.502600000000000000e+04,2.817500000000000000e+04,2.138200000000000000e+04,2.150000000000000000e+03,1.764900000000000000e+04,7.428000000000000000e+03,1.002300000000000000e+04,3.900000000000000000e+03,2.842500000000000000e+04,3.321000000000000000e+04,1.511300000000000000e+04,1.983300000000000000e+04,1.828200000000000000e+04,3.324500000000000000e+04,2.238400000000000000e+04,3.498000000000000000e+03,1.699000000000000000e+04,1.286400000000000000e+04,9.903000000000000000e+03,1.438300000000000000e+04,1.812800000000000000e+04,1.730800000000000000e+04,9.697000000000000000e+03,1.361400000000000000e+04,3.215000000000000000e+04,2.603800000000000000e+04,1.794700000000000000e+04,6.933000000000000000e+03,5.087000000000000000e+03,2.680000000000000000e+03,1.828000000000000000e+03,5.597000000000000000e+03,2.946800000000000000e+04,1.518000000000000000e+03
4.012000000000000000e+03,1.578100000000000000e+04,3.186700000000000000e+04,3.197300000000000000e+04,2.643600000000000000e+04,7.563000000000000000e+03,1.359200000000000000e+04,9.830000000000000000e+03,2.997300000000000000e+04,0.000000000000000000e+00,3.876000000000000000e+03,1.051200000000000000e+04,2.361800000000000000e+04,3.107000000000000000e+03,3.760700000000000000e+04,5.050000000000000000e+03,1.035700000000000000e+04,5.637000000000000000e+03,1.872200000000000000e+04,3.140800000000000000e+04,1.512300000000000000e+04,3.212400000000000000e+04,2.163600000000000000e+04,2.794000000000000000e+04,4.741000000000000000e+03,7.518000000000000000e+03,2.087200000000000000e+04,2.454500000000000000e+04,1.456700000000000000e+04,6.064000000000000000e+03,1.315400000000000000e+04,2.748200000000000000e+04,1.446400000000000000e+04,2.378800000000000000e+04,2.584700000000000000e+04,1.756800000000000000e+04,2.089400000000000000e+04,1.567800000000000000e+04,3.083800000000000000e+04,1.630500000000000000e+04,8.579000000000000000e+03,6.438000000000000000e+03,1.759300000000000000e+04,3.767900000000000000e+04,3.396400000000000000e+04,3.392200000000000000e+04,2.929300000000000000e+04,3.144800000000000000e+04,2.758000000000000000e+03,3.077600000000000000e+04
